STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2003-09-01,8.7,",X",4.67,",,,0",70.0,",0",77.7,",,,0",62.4,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2003-10-01,8.9,",X",4.45,",,,0",55.9,",0",64.7,",,,0",47.2,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2003-11-01,8.9,",X",2.64,",,,0",50.7,",0",59.2,",,,0",42.3,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2003-12-01,11.6,",X",5.46,",,,0",36.8,",0",44.1,",,,0",29.4,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2004-01-01,12.3,",X",1.7,",,,0",26.1,",0",32.3,",,,0",19.9,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2004-02-01,9.8,",X",2.5,",,,0",35.4,",0",44.0,",,,0",26.9,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2004-03-01,10.1,",X",3.54,",,,0",45.1,",0",53.5,",,,0",36.7,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2004-04-01,10.7,",X",6.02,",,,0",54.3,",0",,",,,0",44.5,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2004-05-01,8.7,",X",3.63,",,,0",69.2,",0",78.6,",,,0",59.8,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2004-06-01,8.3,",X",4.57,",,,0",71.8,",0",80.3,",,,0",63.2,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2004-07-01,7.8,",X",7.92,",,,0",76.3,",0",84.2,",,,0",68.4,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2004-08-01,7.6,",X",4.17,",,,0",74.9,",0",82.8,",,,0",67.1,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2004-09-01,7.8,",X",5.2,",,,0",70.4,",0",79.2,",,,0",61.7,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2004-10-01,8.1,",X",2.24,",,,0",56.2,",0",63.5,",,,0",48.8,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2004-11-01,8.7,",X",4.55,",,,0",47.9,",0",56.4,",,,0",39.4,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2004-12-01,10.1,",X",3.18,",,,0",37.7,",0",45.3,",,,0",30.1,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2005-01-01,9.6,",X",4.46,",,,0",31.8,",0",38.6,",,,0",25.1,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2005-02-01,8.9,",X",2.61,",,,0",36.1,",0",44.1,",,,0",28.1,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2005-03-01,10.5,",X",3.67,",,,0",39.5,",0",47.7,",,,0",31.3,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2005-04-01,10.3,",X",5.32,",,,0",55.3,",0",66.0,",,,0",44.5,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2005-05-01,9.2,",X",1.28,",,,0",59.6,",0",69.6,",,,0",49.6,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2005-06-01,8.9,",X",3.31,",,,0",74.7,",0",83.7,",,,0",65.8,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2005-07-01,7.6,",X",4.31,",,,0",78.9,",0",87.5,",,,0",70.2,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2005-08-01,7.6,",X",2.58,",,,0",79.6,",0",88.0,",,,0",71.3,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2005-09-01,7.8,",X",0.22,",,,0",73.8,",0",83.5,",,,0",64.1,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2005-10-01,9.8,",X",8.69,",,,0",58.7,",0",66.2,",,,0",51.3,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2005-11-01,9.6,",X",2.86,",,,0",49.3,",0",59.0,",,,0",39.5,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2005-12-01,9.2,",X",2.97,",,,0",34.4,",0",41.2,",,,0",27.5,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2006-01-01,9.8,",W",4.35,",,,0",40.7,",0",49.1,",,,0",32.4,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2006-02-01,11.6,",W",1.52,",,,0",35.6,",0",43.4,",,,0",27.8,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2006-03-01,11.0,",W",0.91,",,,0",44.5,",0",53.5,",,,0",35.5,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2006-04-01,10.1,",W",3.71,",,,0",56.6,",Z",67.0,",,,Z",46.3,",,,Z"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2006-05-01,9.6,",W",2.17,",,,0",64.6,",0",74.8,",,,0",54.3,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2006-06-01,8.9,",W",7.95,",,,0",72.8,",0",80.9,",,,0",64.7,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2006-07-01,7.8,",W",4.27,",,,0",,",0",88.4,",,,0",70.5,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2006-08-01,8.5,",W",3.94,",,,0",78.1,",0",86.5,",,,0",69.7,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2006-09-01,7.8,",W",5.97,",,,0",67.1,",0",75.0,",,,0",59.3,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2006-10-01,9.6,",W",6.41,",,,0",56.2,",0",65.0,",,,0",47.4,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2006-11-01,8.9,",W",4.89,",,,0",51.2,",0",58.8,",,,0",43.7,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2006-12-01,9.6,",W",2.15,",,,0",42.7,",0",50.8,",,,0",34.6,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2007-01-01,10.1,",W",3.35,",,,0",38.2,",0",45.6,",,,0",30.7,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2007-02-01,12.1,",W",1.73,",,,0",27.9,",0",34.8,",,,0",21.1,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2007-03-01,11.0,",W",3.82,",,,0",43.7,",0",54.0,",,,0",33.4,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2007-04-01,11.0,",W",9.05,",,,0",50.8,",0",59.7,",,,0",41.9,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2007-05-01,8.9,",W",2.68,",,,0",66.1,",0",76.9,",,,0",55.2,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2007-06-01,8.5,",W",4.02,",,,0",73.8,",0",82.7,",,,0",64.8,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2007-07-01,8.3,",W",3.44,",,,0",77.3,",0",85.9,",,,0",68.6,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2007-08-01,7.8,",W",2.94,",,,0",77.0,",0",85.7,",,,0",68.3,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2007-09-01,7.6,",W",0.58,",,,0",72.0,",0",81.6,",,,0",62.3,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2007-10-01,8.5,",W",4.66,",,,0",64.5,",0",73.3,",,,0",55.7,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2007-11-01,9.2,",W",1.45,",,,0",45.8,",0",53.1,",,,0",38.4,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2007-12-01,9.8,",W",4.41,",,,0",37.6,",0",43.5,",,,0",31.8,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2008-01-01,9.8,",W",1.74,",,,0",35.9,",0",43.1,",,,0",28.7,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2008-02-01,10.3,",W",3.93,",,,0",-77.1,",0",45.4,",,,0",28.3,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2008-03-01,11.2,",W",3.67,",,,0",44.8,",0",53.9,",,,0",35.7,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2008-04-01,9.6,",W",2.19,",,,0",56.3,",0",65.8,",,,0",46.8,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2008-05-01,10.3,",W",4.55,",,,0",61.2,",0",71.0,",,,0",51.4,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2008-06-01,8.5,",W",2.87,",,,0",76.4,",0",86.0,",,,0",66.7,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2008-07-01,7.8,",W",3.45,",,,0",79.3,",0",88.1,",,,0",70.4,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2008-08-01,7.8,",W",2.44,",,,0",74.6,",0",83.6,",,,0",65.6,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2008-09-01,8.3,",W",4.31,",,,0",70.4,",0",78.5,",,,0",62.1,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2008-10-01,9.2,",W",1.59,",,,0",56.6,",0",65.5,",,,0",47.6,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2008-11-01,9.6,",W",4.03,",,,0",45.5,",0",52.0,",,,0",39.1,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2008-12-01,10.5,",W",5.57,",,,0",38.7,",0",46.6,",,,0",30.8,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2009-01-01,9.8,",W",2.7,",,,0",29.0,",0",35.5,",,,0",22.6,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2009-02-01,10.7,",W",0.84,",,,0",37.1,",0",46.0,",,,0",28.1,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2009-03-01,9.6,",W",1.63,",,,0",43.6,",0",52.2,",,,0",35.0,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2009-04-01,11.0,",W",4.0,",,,0",55.6,",0",65.6,",,,0",45.6,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2009-05-01,8.7,",W",4.84,",,,0",65.0,",0",74.1,",,,0",55.9,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2009-06-01,8.1,",W",4.8,",,,0",71.1,",0",78.9,",,,0",63.2,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2009-07-01,8.1,",W",3.35,",,,0",75.9,",0",85.0,",,,0",66.8,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2009-08-01,6.3,",W",10.29,",,,0",78.2,",0",86.0,",,,0",70.3,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2009-09-01,8.1,",W",3.65,",,,0",68.0,",0",75.7,",,,0",60.3,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2009-10-01,8.9,",W",5.51,",,,0",56.4,",0",64.1,",,,0",48.6,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2009-11-01,8.7,",W",2.06,",,,0",-57.1,",0",57.8,",,,0",44.0,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2009-12-01,10.5,",W",8.86,",,,0",36.3,",0",43.3,",,,0",29.4,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2010-01-01,10.7,",W",2.19,",,,0",33.2,",0",40.1,",,,0",26.2,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2010-02-01,11.4,",W",5.75,",,,0",31.7,",0",37.8,",,,0",25.7,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2010-03-01,10.3,",W",7.33,",,,0",48.3,",0",57.6,",,,0",39.1,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2010-04-01,8.7,",W",2.65,",,,0",58.4,",0",69.2,",,,0",47.6,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2010-05-01,8.7,",W",2.53,",,,0",67.5,",0",76.9,",,,0",58.0,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2010-06-01,8.7,",W",2.05,",,,0",78.2,",0",87.6,",,,0",68.8,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2010-07-01,7.6,",W",6.28,",,,0",81.7,",0",90.9,",,,0",72.6,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2010-08-01,7.4,",W",2.19,",,,0",79.0,",0",87.6,",,,0",70.4,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2010-09-01,8.7,",W",3.47,",,,0",72.9,",0",82.1,",,,0",63.7,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2010-10-01,9.6,",W",5.02,",,,0",59.0,",0",67.7,",,,0",50.3,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2010-11-01,8.5,",W",1.76,",,,0",48.2,",0",56.2,",,,0",40.2,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2010-12-01,12.1,",W",3.24,",,,0",32.6,",0",38.9,",,,0",26.4,",,,0"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2011-01-01,8.3,",W",3.39,",,,X",29.3,",X",35.4,",,,X",23.1,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2011-02-01,10.5,",W",2.66,",,,X",37.2,",X",,",,,X",28.2,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2011-03-01,10.7,",W",4.3,",,,X",44.1,",X",52.7,",,,X",,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2011-04-01,10.5,",W",5.3,",,,X",56.8,",X",66.4,",,,X",47.2,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2011-05-01,7.4,",W",1.91,",,,X",67.4,",X",76.9,",,,X",57.8,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2011-06-01,7.4,",W",2.56,",,,X",75.4,",X",84.8,",,,X",66.1,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2011-07-01,7.6,",W",2.71,",,,X",82.4,",X",91.9,",,,X",72.8,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2011-08-01,7.4,",W",19.31,",,,X",76.1,",X",84.4,",,,X",67.8,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2011-09-01,6.3,",W",10.27,",,,X",71.1,",X",78.6,",,,X",63.7,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2011-10-01,8.7,",W",3.71,",,,X",57.7,",X",66.1,",,,X",49.2,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2011-11-01,7.6,",W",3.88,",,,X",51.3,",X",60.3,",,,X",42.4,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2011-12-01,7.6,",W",4.37,",,,X",43.3,",X",51.4,",,,X",35.2,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2012-01-01,10.1,",W",2.6,",,,X",37.9,",X",45.9,",,,X",29.9,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2012-02-01,9.4,",W",1.84,",,,X",40.9,",X",48.8,",,,X",33.1,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2012-03-01,8.9,",W",0.79,",,,X",52.2,",X",61.7,",,,X",42.7,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2012-04-01,10.3,",W",2.55,",,,X",55.6,",X",65.7,",,,X",45.4,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2012-05-01,7.2,",W",3.35,",,,X",68.2,",X",77.2,",,,X",59.1,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2012-06-01,8.3,",W",2.94,",,,X",73.5,",X",83.4,",,,X",,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2012-07-01,7.6,",W",1.48,",,,X",81.8,",X",90.8,",,,X",72.7,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2012-08-01,6.5,",X",5.37,",,,X",78.6,",X",86.9,",,,X",70.3,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2012-09-01,6.9,",X",5.48,",,,X",70.3,",X",78.3,",,,X",62.3,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2012-10-01,8.3,",X",4.08,",,,X",59.4,",X",66.8,",,,X",52.0,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2012-11-01,8.7,",X",1.06,",,,X",44.2,",X",51.9,",,,X",36.5,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2012-12-01,8.5,",X",4.43,",,,X",43.1,",X",49.7,",,,X",36.6,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2013-01-01,8.5,",X",3.34,",,,X",36.4,",X",43.5,",,,X",29.4,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2013-02-01,10.1,",X",2.12,",,,X",35.1,",X",41.7,",,,X",28.5,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2013-03-01,11.4,",X",2.42,",,,X",41.2,",X",49.0,",,,X",33.4,",,,X"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2013-04-01,9.6,",W",2.33,",,,W",54.8,",W",64.7,",,,W",44.9,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2013-05-01,8.7,",W",2.33,",,,W",64.8,",W",74.1,",,,W",55.4,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2013-06-01,7.8,",W",10.56,",,,W",74.6,",W",83.6,",,,W",65.6,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2013-07-01,8.3,",W",13.24,",,,W",80.6,",W",88.0,",,,W",73.1,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2013-08-01,6.9,",W",5.91,",,,W",74.6,",W",82.0,",,,W",67.3,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2013-09-01,6.9,",W",3.27,",,,W",67.9,",W",77.4,",,,W",58.5,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2013-10-01,8.1,",W",2.46,",,,W",60.6,",W",69.0,",,,W",,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2013-11-01,9.6,",W",2.73,",,,W",45.5,",W",54.0,",,,W",37.0,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2013-12-01,8.3,",W",5.2,",,,W",38.7,",W",45.7,",,,W",31.8,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2014-01-01,9.6,",W",3.56,",,,W",28.4,",W",37.2,",,,W",19.5,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2014-02-01,8.9,",W",5.12,",,,W",32.2,",W",39.4,",,,W",25.0,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2014-03-01,11.0,",W",4.23,",,,W",38.9,",W",48.1,",,,W",29.7,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2014-04-01,10.5,",W",6.69,",,,W",53.8,",W",64.2,",,,W",43.5,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2014-05-01,8.3,",W",2.91,",,,W",65.4,",W",74.8,",,,W",56.0,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2014-06-01,7.4,",W",5.46,",,,W",74.5,",W",83.7,",,,W",65.3,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2014-07-01,8.9,",W",4.3,",,,W",78.0,",W",86.8,",,,W",69.2,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2014-08-01,7.2,",W",3.55,",,,W",74.7,",W",83.2,",,,W",66.1,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2014-09-01,7.6,",W",1.69,",,,W",70.5,",W",78.8,",,,W",62.1,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2014-10-01,9.2,",W",2.54,",,,W",,",W",67.6,",,,W",52.2,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2014-11-01,10.1,",W",4.07,",,,W",45.2,",W",53.2,",,,W",37.2,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2014-12-01,9.8,",W",3.27,",,,W",41.1,",W",47.1,",,,W",35.1,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2015-01-01,10.7,",W",4.52,",,,W",31.0,",W",37.8,",,,W",24.1,",,,W"
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",39.87327,-75.22678,3.0,2015-02-01,10.7,",W",2.36,",,,W",25.9,",W",34.2,",,,W",17.6,",,,W"
